x_path,label
./traffic-sign/train/00047/01362_00001.png,47
./traffic-sign/train/00054/01467_00001.png,54
./traffic-sign/train/00056/00791_00001.png,56
./traffic-sign/train/00019/00058_00000.png,19
./traffic-sign/train/00044/01856_00001.png,44
./traffic-sign/train/00001/00897_00000.png,1
./traffic-sign/train/00001/00920_00000.png,1
./traffic-sign/train/00007/01397_00000.png,7
./traffic-sign/train/00056/00183_00002.png,56
./traffic-sign/train/00018/00195_00000.png,18
./traffic-sign/train/00022/01546_00000.png,22
./traffic-sign/train/00061/00935_00002.png,61
./traffic-sign/train/00040/00744_00000.png,40
./traffic-sign/train/00022/01665_00001.png,22
./traffic-sign/train/00061/01238_00002.png,61
./traffic-sign/train/00033/00339_00001.png,33
./traffic-sign/train/00044/01837_00002.png,44
./traffic-sign/train/00039/00934_00000.png,39
./traffic-sign/train/00046/00851_00000.png,46
./traffic-sign/train/00038/00395_00001.png,38
./traffic-sign/train/00021/00685_00002.png,21
./traffic-sign/train/00019/01205_00000.png,19
./traffic-sign/train/00032/01270_00000.png,32
./traffic-sign/train/00032/01823_00001.png,32
./traffic-sign/train/00061/01956_00000.png,61
./traffic-sign/train/00034/00561_00002.png,34
./traffic-sign/train/00047/00054_00002.png,47
./traffic-sign/train/00041/00721_00001.png,41
./traffic-sign/train/00008/01520_00000.png,8
./traffic-sign/train/00061/01514_00000.png,61
./traffic-sign/train/00038/01029_00001.png,38
./traffic-sign/train/00021/00554_00000.png,21
./traffic-sign/train/00007/00992_00000.png,7
./traffic-sign/train/00039/01863_00001.png,39
./traffic-sign/train/00022/00892_00002.png,22
./traffic-sign/train/00039/01267_00000.png,39
./traffic-sign/train/00037/01460_00001.png,37
./traffic-sign/train/00019/01214_00001.png,19
./traffic-sign/train/00061/00930_00002.png,61
./traffic-sign/train/00040/00894_00000.png,40
./traffic-sign/train/00032/00407_00000.png,32
./traffic-sign/train/00022/01171_00000.png,22
./traffic-sign/train/00047/01410_00002.png,47
./traffic-sign/train/00061/00044_00000.png,61
./traffic-sign/train/00020/01925_00001.png,20
./traffic-sign/train/00042/00070_00001.png,42
./traffic-sign/train/00007/00299_00001.png,7
./traffic-sign/train/00017/01210_00002.png,17
./traffic-sign/train/00044/01866_00002.png,44
./traffic-sign/train/00037/01460_00002.png,37
./traffic-sign/train/00007/01339_00000.png,7
./traffic-sign/train/00056/00664_00000.png,56
./traffic-sign/train/00022/01480_00000.png,22
./traffic-sign/train/00035/01600_00000.png,35
./traffic-sign/train/00028/00726_00000.png,28
./traffic-sign/train/00032/01848_00001.png,32
./traffic-sign/train/00038/01963_00002.png,38
./traffic-sign/train/00038/01847_00000.png,38
./traffic-sign/train/00025/01181_00001.png,25
./traffic-sign/train/00043/00073_00001.png,43
./traffic-sign/train/00025/01367_00000.png,25
./traffic-sign/train/00053/00306_00002.png,53
./traffic-sign/train/00022/01367_00002.png,22
./traffic-sign/train/00052/00476_00001.png,52
./traffic-sign/train/00061/00045_00002.png,61
./traffic-sign/train/00010/00240_00001.png,10
./traffic-sign/train/00053/01634_00001.png,53
./traffic-sign/train/00007/00769_00001.png,7
./traffic-sign/train/00021/01920_00000.png,21
./traffic-sign/train/00020/00231_00001.png,20
./traffic-sign/train/00040/01185_00002.png,40
./traffic-sign/train/00005/01893_00002.png,5
./traffic-sign/train/00053/01063_00001.png,53
./traffic-sign/train/00019/01513_00000.png,19
./traffic-sign/train/00038/01034_00001.png,38
./traffic-sign/train/00032/00559_00002.png,32
./traffic-sign/train/00038/01954_00001.png,38
./traffic-sign/train/00022/00112_00000.png,22
./traffic-sign/train/00013/01575_00001.png,13
./traffic-sign/train/00038/00463_00001.png,38
./traffic-sign/train/00060/01877_00001.png,60
./traffic-sign/train/00032/01915_00002.png,32
./traffic-sign/train/00021/00684_00000.png,21
./traffic-sign/train/00054/01467_00000.png,54
./traffic-sign/train/00038/01526_00001.png,38
./traffic-sign/train/00053/01400_00000.png,53
./traffic-sign/train/00037/00168_00000.png,37
./traffic-sign/train/00042/00875_00002.png,42
./traffic-sign/train/00038/00075_00001.png,38
./traffic-sign/train/00051/00470_00002.png,51
./traffic-sign/train/00001/00801_00002.png,1
./traffic-sign/train/00022/00895_00001.png,22
./traffic-sign/train/00004/00282_00002.png,4
./traffic-sign/train/00022/01636_00002.png,22
./traffic-sign/train/00018/00027_00001.png,18
./traffic-sign/train/00039/00678_00000.png,39
./traffic-sign/train/00018/00008_00002.png,18
./traffic-sign/train/00018/00401_00000.png,18
./traffic-sign/train/00001/00947_00001.png,1
./traffic-sign/train/00054/00593_00002.png,54
./traffic-sign/train/00001/01854_00002.png,1
./traffic-sign/train/00053/00274_00000.png,53
./traffic-sign/train/00001/01681_00000.png,1
./traffic-sign/train/00054/00154_00001.png,54
./traffic-sign/train/00022/01168_00001.png,22
./traffic-sign/train/00022/00020_00002.png,22
./traffic-sign/train/00007/01138_00001.png,7
./traffic-sign/train/00046/00115_00000.png,46
./traffic-sign/train/00057/01869_00000.png,57
./traffic-sign/train/00053/01120_00001.png,53
./traffic-sign/train/00053/00674_00000.png,53
./traffic-sign/train/00034/01890_00000.png,34
./traffic-sign/train/00053/00242_00000.png,53
./traffic-sign/train/00039/00953_00000.png,39
./traffic-sign/train/00019/00970_00001.png,19
./traffic-sign/train/00052/00842_00002.png,52
./traffic-sign/train/00038/00462_00002.png,38
./traffic-sign/train/00022/01696_00000.png,22
./traffic-sign/train/00041/01078_00000.png,41
./traffic-sign/train/00054/01792_00002.png,54
./traffic-sign/train/00037/01349_00001.png,37
./traffic-sign/train/00046/01628_00000.png,46
./traffic-sign/train/00019/00816_00000.png,19
./traffic-sign/train/00037/01875_00001.png,37
./traffic-sign/train/00018/01076_00001.png,18
./traffic-sign/train/00028/01456_00001.png,28
./traffic-sign/train/00022/01712_00000.png,22
./traffic-sign/train/00045/01193_00001.png,45
./traffic-sign/train/00053/01705_00001.png,53
./traffic-sign/train/00047/01325_00002.png,47
./traffic-sign/train/00046/01116_00001.png,46
./traffic-sign/train/00039/01889_00000.png,39
./traffic-sign/train/00042/00515_00002.png,42
./traffic-sign/train/00053/01621_00002.png,53
./traffic-sign/train/00038/00667_00001.png,38
./traffic-sign/train/00059/01581_00001.png,59
./traffic-sign/train/00002/00270_00000.png,2
./traffic-sign/train/00022/01057_00000.png,22
./traffic-sign/train/00033/00586_00002.png,33
./traffic-sign/train/00039/01100_00000.png,39
./traffic-sign/train/00044/00228_00002.png,44
./traffic-sign/train/00013/00572_00001.png,13
./traffic-sign/train/00017/00324_00001.png,17
./traffic-sign/train/00054/01123_00001.png,54
./traffic-sign/train/00019/01874_00000.png,19
./traffic-sign/train/00034/01890_00002.png,34
./traffic-sign/train/00022/01527_00002.png,22
./traffic-sign/train/00061/00930_00001.png,61
./traffic-sign/train/00021/01868_00001.png,21
./traffic-sign/train/00022/01044_00002.png,22
./traffic-sign/train/00053/01659_00002.png,53
./traffic-sign/train/00061/01713_00002.png,61
./traffic-sign/train/00019/01936_00002.png,19
./traffic-sign/train/00001/01585_00002.png,1
./traffic-sign/train/00022/00882_00002.png,22
./traffic-sign/train/00022/01099_00002.png,22
./traffic-sign/train/00053/01091_00002.png,53
./traffic-sign/train/00047/00458_00002.png,47
./traffic-sign/train/00051/01127_00000.png,51
./traffic-sign/train/00040/01185_00000.png,40
./traffic-sign/train/00061/00957_00000.png,61
./traffic-sign/train/00047/01456_00001.png,47
./traffic-sign/train/00022/00687_00001.png,22
./traffic-sign/train/00047/01322_00001.png,47
./traffic-sign/train/00038/00171_00001.png,38
./traffic-sign/train/00036/00676_00001.png,36
./traffic-sign/train/00035/00588_00001.png,35
./traffic-sign/train/00045/00451_00000.png,45
./traffic-sign/train/00019/00006_00000.png,19
./traffic-sign/train/00040/01384_00001.png,40
./traffic-sign/train/00021/01951_00001.png,21
./traffic-sign/train/00012/01473_00001.png,12
./traffic-sign/train/00007/01880_00001.png,7
./traffic-sign/train/00024/01257_00000.png,24
./traffic-sign/train/00037/00809_00000.png,37
./traffic-sign/train/00019/00729_00000.png,19
./traffic-sign/train/00055/00191_00002.png,55
./traffic-sign/train/00038/00759_00002.png,38
./traffic-sign/train/00019/00963_00000.png,19
./traffic-sign/train/00057/01272_00000.png,57
./traffic-sign/train/00053/00894_00000.png,53
./traffic-sign/train/00040/01567_00002.png,40
./traffic-sign/train/00029/01496_00002.png,29
./traffic-sign/train/00034/01259_00001.png,34
./traffic-sign/train/00061/01909_00002.png,61
./traffic-sign/train/00047/00458_00000.png,47
./traffic-sign/train/00030/00686_00000.png,30
./traffic-sign/train/00053/01289_00000.png,53
./traffic-sign/train/00039/01917_00002.png,39
./traffic-sign/train/00038/00864_00002.png,38
./traffic-sign/train/00061/01803_00001.png,61
./traffic-sign/train/00032/00559_00001.png,32
./traffic-sign/train/00022/00936_00001.png,22
./traffic-sign/train/00053/01056_00000.png,53
./traffic-sign/train/00051/00839_00001.png,51
./traffic-sign/train/00039/00648_00000.png,39
./traffic-sign/train/00039/00644_00002.png,39
./traffic-sign/train/00007/00014_00000.png,7
./traffic-sign/train/00030/00710_00001.png,30
./traffic-sign/train/00006/00221_00001.png,6
./traffic-sign/train/00046/00106_00002.png,46
./traffic-sign/train/00051/01132_00001.png,51
./traffic-sign/train/00001/00921_00000.png,1
./traffic-sign/train/00032/01109_00001.png,32
./traffic-sign/train/00053/01068_00001.png,53
./traffic-sign/train/00040/00452_00001.png,40
./traffic-sign/train/00022/01627_00000.png,22
./traffic-sign/train/00040/00464_00000.png,40
./traffic-sign/train/00040/00460_00000.png,40
./traffic-sign/train/00021/00684_00001.png,21
./traffic-sign/train/00007/00057_00001.png,7
./traffic-sign/train/00059/01586_00000.png,59
./traffic-sign/train/00019/00816_00003.png,19
./traffic-sign/train/00022/01265_00002.png,22
./traffic-sign/train/00057/01843_00000.png,57
./traffic-sign/train/00022/01636_00000.png,22
./traffic-sign/train/00029/00021_00000.png,29
./traffic-sign/train/00044/01856_00000.png,44
./traffic-sign/train/00001/00941_00002.png,1
./traffic-sign/train/00013/00866_00000.png,13
./traffic-sign/train/00022/01224_00001.png,22
./traffic-sign/train/00040/01593_00002.png,40
./traffic-sign/train/00038/01502_00000.png,38
./traffic-sign/train/00041/01436_00002.png,41
./traffic-sign/train/00017/00268_00002.png,17
./traffic-sign/train/00053/01052_00002.png,53
./traffic-sign/train/00061/01102_00000.png,61
./traffic-sign/train/00037/00807_00001.png,37
./traffic-sign/train/00061/01753_00000.png,61
./traffic-sign/train/00009/00141_00001.png,9
./traffic-sign/train/00041/01079_00001.png,41
./traffic-sign/train/00017/00294_00002.png,17
./traffic-sign/train/00032/01502_00000.png,32
./traffic-sign/train/00003/00259_00001.png,3
./traffic-sign/train/00053/01463_00002.png,53
./traffic-sign/train/00021/00715_00001.png,21
./traffic-sign/train/00001/00877_00000.png,1
./traffic-sign/train/00019/00916_00000.png,19
./traffic-sign/train/00053/01091_00001.png,53
./traffic-sign/train/00040/01202_00000.png,40
./traffic-sign/train/00028/01375_00000.png,28
./traffic-sign/train/00061/01253_00001.png,61
./traffic-sign/train/00019/00942_00000.png,19
./traffic-sign/train/00054/01472_00000.png,54
./traffic-sign/train/00018/01076_00002.png,18
./traffic-sign/train/00022/00878_00002.png,22
./traffic-sign/train/00052/01938_00000.png,52
./traffic-sign/train/00032/01002_00001.png,32
./traffic-sign/train/00039/01871_00000.png,39
./traffic-sign/train/00007/01423_00000.png,7
./traffic-sign/train/00018/00008_00000.png,18
./traffic-sign/train/00035/01711_00000.png,35
./traffic-sign/train/00032/01112_00001.png,32
./traffic-sign/train/00013/01549_00002.png,13
./traffic-sign/train/00061/01262_00000.png,61
./traffic-sign/train/00060/00209_00000.png,60
./traffic-sign/train/00058/00107_00002.png,58
./traffic-sign/train/00001/01278_00001.png,1
./traffic-sign/train/00007/00614_00001.png,7
./traffic-sign/train/00061/01275_00001.png,61
./traffic-sign/train/00037/00808_00000.png,37
./traffic-sign/train/00043/00873_00000.png,43
./traffic-sign/train/00025/00699_00000.png,25
./traffic-sign/train/00034/01260_00000.png,34
./traffic-sign/train/00028/01358_00000.png,28
./traffic-sign/train/00019/01349_00002.png,19
./traffic-sign/train/00032/01823_00000.png,32
./traffic-sign/train/00034/01643_00001.png,34
./traffic-sign/train/00057/00340_00002.png,57
./traffic-sign/train/00008/01016_00000.png,8
./traffic-sign/train/00022/01633_00000.png,22
./traffic-sign/train/00032/01244_00002.png,32
./traffic-sign/train/00007/01339_00001.png,7
./traffic-sign/train/00044/01967_00001.png,44
./traffic-sign/train/00061/00959_00000.png,61
./traffic-sign/train/00013/01452_00000.png,13
./traffic-sign/train/00041/00088_00001.png,41
./traffic-sign/train/00059/00948_00002.png,59
./traffic-sign/train/00038/00855_00001.png,38
./traffic-sign/train/00041/01545_00000.png,41
./traffic-sign/train/00061/00222_00002.png,61
./traffic-sign/train/00006/00221_00002.png,6
./traffic-sign/train/00040/00870_00000.png,40
./traffic-sign/train/00013/00235_00001.png,13
./traffic-sign/train/00030/00710_00002.png,30
./traffic-sign/train/00019/01039_00000.png,19
./traffic-sign/train/00040/00993_00002.png,40
./traffic-sign/train/00053/01553_00000.png,53
./traffic-sign/train/00038/00004_00002.png,38
./traffic-sign/train/00013/00961_00002.png,13
./traffic-sign/train/00022/01246_00001.png,22
./traffic-sign/train/00038/00067_00001.png,38
./traffic-sign/train/00025/01184_00001.png,25
./traffic-sign/train/00018/01121_00002.png,18
./traffic-sign/train/00039/00944_00002.png,39
./traffic-sign/train/00030/00903_00001.png,30
./traffic-sign/train/00038/00395_00002.png,38
./traffic-sign/train/00024/01161_00002.png,24
./traffic-sign/train/00008/01530_00002.png,8
./traffic-sign/train/00007/00259_00001.png,7
./traffic-sign/train/00061/00044_00001.png,61
./traffic-sign/train/00040/01333_00000.png,40
./traffic-sign/train/00052/01770_00000.png,52
./traffic-sign/train/00019/00983_00000.png,19
./traffic-sign/train/00039/01857_00000.png,39
./traffic-sign/train/00008/01520_00001.png,8
./traffic-sign/train/00053/01052_00000.png,53
./traffic-sign/train/00001/01114_00001.png,1
./traffic-sign/train/00038/01511_00002.png,38
./traffic-sign/train/00053/00886_00001.png,53
./traffic-sign/train/00035/00359_00000.png,35
./traffic-sign/train/00017/00324_00000.png,17
./traffic-sign/train/00019/01203_00001.png,19
./traffic-sign/train/00061/01702_00000.png,61
./traffic-sign/train/00014/00406_00002.png,14
./traffic-sign/train/00001/00900_00000.png,1
./traffic-sign/train/00040/01792_00002.png,40
./traffic-sign/train/00059/01587_00000.png,59
./traffic-sign/train/00039/01889_00001.png,39
./traffic-sign/train/00032/01504_00000.png,32
./traffic-sign/train/00018/00078_00000.png,18
./traffic-sign/train/00014/01558_00002.png,14
./traffic-sign/train/00040/00799_00002.png,40
./traffic-sign/train/00019/01368_00002.png,19
./traffic-sign/train/00022/01033_00001.png,22
./traffic-sign/train/00039/01863_00000.png,39
./traffic-sign/train/00007/01537_00002.png,7
./traffic-sign/train/00039/00643_00001.png,39
./traffic-sign/train/00053/01289_00001.png,53
./traffic-sign/train/00017/00023_00000.png,17
./traffic-sign/train/00045/01679_00000.png,45
./traffic-sign/train/00054/01353_00000.png,54
./traffic-sign/train/00019/01895_00000.png,19
./traffic-sign/train/00014/00859_00000.png,14
./traffic-sign/train/00019/01038_00000.png,19
./traffic-sign/train/00030/00328_00001.png,30
./traffic-sign/train/00049/00720_00002.png,49
./traffic-sign/train/00022/01627_00002.png,22
./traffic-sign/train/00040/01700_00002.png,40
./traffic-sign/train/00037/01313_00001.png,37
./traffic-sign/train/00053/01559_00002.png,53
./traffic-sign/train/00053/01300_00002.png,53
./traffic-sign/train/00019/01720_00001.png,19
./traffic-sign/train/00038/00418_00002.png,38
./traffic-sign/train/00056/01409_00001.png,56
./traffic-sign/train/00053/00093_00001.png,53
./traffic-sign/train/00038/00800_00000.png,38
./traffic-sign/train/00038/00466_00000.png,38
./traffic-sign/train/00031/00065_00001.png,31
./traffic-sign/train/00023/00465_00001.png,23
./traffic-sign/train/00047/01338_00000.png,47
./traffic-sign/train/00032/00224_00001.png,32
./traffic-sign/train/00037/01311_00000.png,37
./traffic-sign/train/00041/01376_00000.png,41
./traffic-sign/train/00047/00083_00000.png,47
./traffic-sign/train/00007/00068_00000.png,7
./traffic-sign/train/00054/00456_00000.png,54
./traffic-sign/train/00018/00394_00002.png,18
./traffic-sign/train/00019/00146_00002.png,19
./traffic-sign/train/00035/00588_00002.png,35
./traffic-sign/train/00028/01366_00001.png,28
./traffic-sign/train/00047/01307_00000.png,47
./traffic-sign/train/00022/00697_00001.png,22
./traffic-sign/train/00024/01918_00000.png,24
./traffic-sign/train/00061/01254_00001.png,61
./traffic-sign/train/00056/01429_00000.png,56
./traffic-sign/train/00032/00402_00000.png,32
./traffic-sign/train/00032/01828_00000.png,32
./traffic-sign/train/00007/01388_00000.png,7
./traffic-sign/train/00061/01959_00002.png,61
./traffic-sign/train/00054/00162_00002.png,54
./traffic-sign/train/00024/01161_00001.png,24
./traffic-sign/train/00035/00031_00000.png,35
./traffic-sign/train/00042/01730_00000.png,42
./traffic-sign/train/00047/00177_00000.png,47
./traffic-sign/train/00040/00464_00002.png,40
./traffic-sign/train/00019/01874_00002.png,19
./traffic-sign/train/00007/01139_00001.png,7
./traffic-sign/train/00019/00015_00002.png,19
./traffic-sign/train/00037/00917_00000.png,37
./traffic-sign/train/00007/01880_00002.png,7
./traffic-sign/train/00054/00144_00001.png,54
./traffic-sign/train/00022/01213_00001.png,22
./traffic-sign/train/00038/01839_00002.png,38
./traffic-sign/train/00045/01193_00000.png,45
./traffic-sign/train/00032/01828_00001.png,32
./traffic-sign/train/00028/01690_00000.png,28
./traffic-sign/train/00019/01106_00002.png,19
./traffic-sign/train/00028/01372_00002.png,28
./traffic-sign/train/00019/01579_00001.png,19
./traffic-sign/train/00053/01688_00001.png,53
./traffic-sign/train/00058/01444_00000.png,58
./traffic-sign/train/00022/00362_00000.png,22
./traffic-sign/train/00032/01511_00002.png,32
./traffic-sign/train/00038/00844_00002.png,38
./traffic-sign/train/00039/01038_00001.png,39
./traffic-sign/train/00040/00530_00001.png,40
./traffic-sign/train/00007/00781_00002.png,7
./traffic-sign/train/00044/01926_00001.png,44
./traffic-sign/train/00040/01791_00000.png,40
./traffic-sign/train/00040/01297_00002.png,40
./traffic-sign/train/00025/00701_00001.png,25
./traffic-sign/train/00018/01086_00000.png,18
./traffic-sign/train/00046/00113_00002.png,46
./traffic-sign/train/00032/00562_00000.png,32
./traffic-sign/train/00029/00413_00001.png,29
./traffic-sign/train/00037/01313_00002.png,37
./traffic-sign/train/00053/01577_00001.png,53
./traffic-sign/train/00047/00011_00001.png,47
./traffic-sign/train/00022/01113_00001.png,22
./traffic-sign/train/00017/00132_00002.png,17
./traffic-sign/train/00041/00999_00001.png,41
./traffic-sign/train/00043/00873_00001.png,43
./traffic-sign/train/00022/01493_00000.png,22
./traffic-sign/train/00001/01681_00001.png,1
./traffic-sign/train/00003/00211_00002.png,3
./traffic-sign/train/00038/01849_00000.png,38
./traffic-sign/train/00018/01087_00000.png,18
./traffic-sign/train/00019/00854_00001.png,19
./traffic-sign/train/00057/01233_00001.png,57
./traffic-sign/train/00022/01213_00002.png,22
./traffic-sign/train/00022/00882_00000.png,22
./traffic-sign/train/00025/01175_00000.png,25
./traffic-sign/train/00007/01782_00002.png,7
./traffic-sign/train/00041/00999_00002.png,41
./traffic-sign/train/00054/00165_00001.png,54
./traffic-sign/train/00007/00689_00002.png,7
./traffic-sign/train/00061/01569_00000.png,61
./traffic-sign/train/00033/00340_00001.png,33
./traffic-sign/train/00038/00171_00002.png,38
./traffic-sign/train/00031/00063_00000.png,31
./traffic-sign/train/00040/01469_00002.png,40
./traffic-sign/train/00061/01238_00000.png,61
./traffic-sign/train/00028/01904_00002.png,28
./traffic-sign/train/00061/01803_00000.png,61
./traffic-sign/train/00054/00402_00002.png,54
./traffic-sign/train/00019/00854_00000.png,19
./traffic-sign/train/00056/00784_00000.png,56
./traffic-sign/train/00022/01042_00000.png,22
./traffic-sign/train/00041/01144_00000.png,41
./traffic-sign/train/00020/00332_00001.png,20
./traffic-sign/train/00038/00774_00001.png,38
./traffic-sign/train/00020/01755_00002.png,20
./traffic-sign/train/00032/01237_00002.png,32
./traffic-sign/train/00059/01583_00000.png,59
./traffic-sign/train/00057/00784_00002.png,57
./traffic-sign/train/00040/00872_00002.png,40
./traffic-sign/train/00021/01811_00002.png,21
./traffic-sign/train/00037/01317_00001.png,37
./traffic-sign/train/00004/00214_00002.png,4
./traffic-sign/train/00045/01573_00000.png,45
./traffic-sign/train/00057/00788_00002.png,57
./traffic-sign/train/00038/00914_00001.png,38
./traffic-sign/train/00054/00417_00002.png,54
./traffic-sign/train/00046/00090_00002.png,46
./traffic-sign/train/00032/01536_00001.png,32
./traffic-sign/train/00057/00472_00002.png,57
./traffic-sign/train/00054/01497_00000.png,54
./traffic-sign/train/00045/01192_00001.png,45
./traffic-sign/train/00028/01897_00002.png,28
./traffic-sign/train/00032/00943_00000.png,32
./traffic-sign/train/00053/01300_00001.png,53
./traffic-sign/train/00019/01207_00002.png,19
./traffic-sign/train/00061/01956_00001.png,61
./traffic-sign/train/00039/01273_00002.png,39
./traffic-sign/train/00041/01016_00000.png,41
./traffic-sign/train/00027/01490_00001.png,27
./traffic-sign/train/00039/01247_00000.png,39
./traffic-sign/train/00059/01481_00000.png,59
./traffic-sign/train/00038/00822_00001.png,38
./traffic-sign/train/00031/01894_00002.png,31
./traffic-sign/train/00061/01237_00002.png,61
./traffic-sign/train/00038/00667_00002.png,38
./traffic-sign/train/00042/01166_00001.png,42
./traffic-sign/train/00040/01819_00001.png,40
./traffic-sign/train/00053/01056_00001.png,53
./traffic-sign/train/00032/00562_00002.png,32
./traffic-sign/train/00056/00303_00002.png,56
./traffic-sign/train/00047/01321_00001.png,47
./traffic-sign/train/00010/00240_00000.png,10
./traffic-sign/train/00037/01355_00000.png,37
./traffic-sign/train/00010/00262_00000.png,10
./traffic-sign/train/00061/00037_00001.png,61
./traffic-sign/train/00041/01610_00001.png,41
./traffic-sign/train/00038/01684_00001.png,38
./traffic-sign/train/00038/00463_00002.png,38
./traffic-sign/train/00009/00141_00000.png,9
./traffic-sign/train/00039/00639_00000.png,39
./traffic-sign/train/00038/01839_00001.png,38
./traffic-sign/train/00047/00450_00002.png,47
./traffic-sign/train/00040/01445_00001.png,40
./traffic-sign/train/00001/01850_00001.png,1
./traffic-sign/train/00053/01482_00000.png,53
./traffic-sign/train/00039/00623_00000.png,39
./traffic-sign/train/00028/01806_00001.png,28
./traffic-sign/train/00039/01883_00002.png,39
./traffic-sign/train/00037/00167_00001.png,37
./traffic-sign/train/00038/00067_00000.png,38
./traffic-sign/train/00025/00673_00000.png,25
./traffic-sign/train/00038/01230_00001.png,38
./traffic-sign/train/00038/00864_00001.png,38
./traffic-sign/train/00027/00267_00002.png,27
./traffic-sign/train/00053/00886_00000.png,53
./traffic-sign/train/00007/01880_00000.png,7
./traffic-sign/train/00061/00065_00000.png,61
./traffic-sign/train/00054/01415_00000.png,54
./traffic-sign/train/00057/00771_00002.png,57
./traffic-sign/train/00028/01678_00001.png,28
./traffic-sign/train/00015/00709_00001.png,15
./traffic-sign/train/00022/00571_00000.png,22
./traffic-sign/train/00046/01022_00000.png,46
./traffic-sign/train/00039/01861_00002.png,39
./traffic-sign/train/00022/00665_00002.png,22
./traffic-sign/train/00053/01463_00000.png,53
./traffic-sign/train/00053/01641_00001.png,53
./traffic-sign/train/00037/00168_00002.png,37
./traffic-sign/train/00045/01489_00000.png,45
./traffic-sign/train/00040/00913_00001.png,40
./traffic-sign/train/00007/01605_00002.png,7
./traffic-sign/train/00053/01400_00001.png,53
./traffic-sign/train/00032/01165_00002.png,32
./traffic-sign/train/00053/01793_00000.png,53
./traffic-sign/train/00034/00370_00001.png,34
./traffic-sign/train/00037/01808_00000.png,37
./traffic-sign/train/00002/01722_00002.png,2
./traffic-sign/train/00038/00192_00000.png,38
./traffic-sign/train/00022/01092_00002.png,22
./traffic-sign/train/00027/01667_00000.png,27
./traffic-sign/train/00022/00907_00002.png,22
./traffic-sign/train/00057/00064_00001.png,57
./traffic-sign/train/00018/00429_00000.png,18
./traffic-sign/train/00013/01682_00000.png,13
./traffic-sign/train/00053/01634_00000.png,53
./traffic-sign/train/00019/00066_00001.png,19
./traffic-sign/train/00045/00129_00000.png,45
